language,labels
 tu kya smjhta bichar kr bikhar jaoga dekh ye me hu mjhe smbhalna atta he,1
 kuch ni kuch ni,1
  darane wali tasveer ye hai nilesh babu. ,0
bc saanp k andeyy khaney wali lag rhi hai oh sorry lag rha hai bc sakal me bhi confusion ho rahi hai sayad akko pe jo gyi haiðŸ˜‚ðŸ˜‚ðŸ˜‚,0
"woh toh hum logon ne parliament me dekh hi lia tha. jab amit shah said,  owaisi tereko sun na padega during 370 discussion. waise owaisi jaise logon hai kaun be. aaj tak kuch kar paya hai. sirf bhaunk tha hai.",0
baap ko bhej tere baas ki baat nahi,0
 zakooota jin lg rha h mang k glasses pehn'ny walaðŸ˜‚,0
 oh tu bas yunhi thora thora sa kanp rehi thi ðŸ˜¥ðŸ˜”,1
ye sa**i toh pakka kisi halala ki paidaish hai,0
"twitter pe khawateen intehai kam jub k mard hazraat ki ta'daad bahot zyada hy, iski koi khas wajay ???",1
boht hi lanati hoo tm wase miss hareem ki jaga tmhara name haramzadi hona cahiya tha or lagta tmhen pada karne ka lia tmhare baap na pig khaya tha,0
   tu de to sahi ðŸ™‚  jan churwani mushkil ho jani teri phr ðŸ˜ŒðŸ˜‚  na cherr malanga nu,1
"hijra kya, kucch bhi banaa doh; bas ek baar cm ki kursi pe bitha doh",0
nhi nhi ðŸ˜‚i'm not that nashai or kinda charsi chic,1
haraam khoor...kahan ki baat kahan le jaty ho...beghairt admi ho tum,0
kuch nhi bs ye bta do ye aman agha ap ka really mae friend ha.  ðŸ¤”,1
actual bilawal hijra sold her mother principles by standing with diseal mullas,0
 koi na ma hun na agr unho ny mara tujhy to ma baxhany ki try kru giðŸ˜‚ðŸ˜•,0
mere se bhi fadwalo ek bar apna chut,0
your tweet shows that qadianis are really kaafir,1
nhi apk haqeeqi kirdar koi kuch nhi keh raha.. bs meri ek choti c bat ka jawab dy den wo ye keh es daramon or filmon sy hamari new generation ko kia sabaq mily ga??? q k bacha bacha mery pass tum ho ko ly k mutasir he...,1
apni maan k name pe be chona laga gya bilawal hijra,0
what the hell ðŸ˜¡ðŸ˜ ðŸ˜  tu bi us ghashti bhenr chod begairat aurat ki baton me a gaya,0
saali sahiba! aapke liye hum qurbaan ho jayenge par aap par aanch nahi aane denge,1
 engrezo ko dekh lo,1
 bhai kisi doctor ko dikha... tujhe psychiatrist ki jarorat hai... shaheen bagh ja k unki baatein tu sun.... khoon nikal ayega kaan se... saale anti national #rambhaktgopal  #lekerrahengeshaheenbagh  ,0
wha deepika now favorite in pakistan army  kutiya ab to sharm kar desh ko badman mat karo randi,0
rt : *me in market with my mom* bestfriend: hor bhenchod kidda,0
 stop aurt march currupt media industery khlill ul rehman zindaabad,1
chal bhadwe ki nasal. cheaters.  bandh karo apna dukaan.,0
tum jesi rundi ka bacha kia hoga ? bechare ko sari zindagi rundi ke bache ke thane sunne parrenge,0
baher se haji andr se haramiðŸ˜¡,0
maro bc ko,0
laanat ho trum aor ise ke sath himyat me jo bhi mumalik hen,0
aisa to h ni ki bhen ko chocolate ka pta chljae or vo chocolate ko aise chod de,1
looking for crush 14th feb k liye h sahy ðŸ˜‚ ðŸ˜”,1
yahoodi daboo imran chore zakat khore yahodi agents both are bajwa and imran destroy pakistan ajenda.,0
randi retweet ka option disable kr diye....bc ðŸ˜‚ðŸ˜‚,0
 yar pata nh kahn paye jaty hn asy shohar,1
bs iski kamii thiðŸ˜­ðŸ˜­ ,1
   inki ainkain purani han jo utar nahi sakteen.need total transplant,1
aisae jooth hi pakistan kae hisa mien hien kuch lanati kirdar london ghom rhae baqi yahn bhonk rhae hien,0
ok to aur tez bhaunk kutte kal k khane ka jugaad ho jayega zahil #lehan ke baudey,0
 dur nahin lagta aisi sunsan jagah per?,1
 bakwas lg rha hai jab se yh connections aye hai.. so crowded,1
  ye tou ho ga ab ðŸ˜€ðŸ˜€,1
"rabwah mein aik case tha , jisko sun k yaqeen nhi kia karti thi ab yaqeen aa gaya ahmdi b poore poore shamil hain race mein ðŸ‘ðŸ‘",1
ka jri ur rundi ka bacha tuje paida jerne waali ka phudaaa,0
comment section mein bhaunk tu raha tha har gali khane wala kam bhi to nahin kiya hai samjha chutiye,0
 mzak kia tha ðŸ˜ŽðŸ˜ŽðŸ˜‚ðŸ˜‚,1
 sahe kha ma to to galat he socha tha hahaha,1
 pata nhi is ne daikhiii konsi wali hoorain hain ðŸ˜œðŸ˜œ,1
abey chal chal gandu arastu iqbal haramkhor nawaz harami k bharwe tjsy kisi ne raa'ey li chutiye jaa k apne panama wale baap nawaz ganjey ka pajama badal aur us ganjey manhoos ko qatri air ambulance m bitha k dafa kar taa'k is mulk pakistan se manhoosiyat ka saaya door ho ðŸ–ðŸ¿ðŸ–ðŸ¿,0
   hahahahahaha mian sb malike kul is party k,1
 tu wapis aa pakistanðŸ˜‚,1
dhoka khane k baad oska aitbar uth jata haa sbsee or dosre mard mai b interest ni rehta...ku k aurat jism k ley ni chahti jbk mard jism k ley chahtaðŸ˜ŒðŸ™‚,0
tu ham konsa kaafir hain kehny say koi kaafir tu ni hota  her insaan ko allah nay deen e fitrat pay paida kiya hai ðŸ˜„,1
tu agar pakistani hai aur muslim hai apna dikha nahin to main manunga to hijra hai ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
"love that word ""bhenchod""",0
 allah sb ko apne aman main rkhy ameen.,1
 cheen to ni sktay par jo gham day jataya hai na wo khush ni rehnay detayðŸŒ,1
mazboot banane walle itna arsa bera gharaq nahi karte ab khel khatam ho chuka he... #gameoverselected,1
  uff bizti jai ni ho gi,1
kon se aisy kaam hain keh jin se *ghusal* farz ya wajib ho jata hai? by: *mufti akmal sahib* #tlp ,1
 ab ap keh rhi hain tu thik he hogaðŸ˜•,1
twitter me akar insta insta bhaunk raha hai ðŸ˜‚ðŸ˜‚ðŸ˜‚pure tatti,0
randi ronaðŸ˜‚,0
 is not good*,1
    ye kisi ke talent ki iajjat nahi karte kabhi. isiliye aap kisi aur field me lag jao.,1
 hahahha ye meri nae sharukh khan ki amii kahti thi ðŸ¤¦ðŸ˜‚ðŸ˜‚  movies nae na dakhty ap ðŸ™†ðŸ˜‚ðŸ˜‚,1
abey chipkali ke chut ke pasine tere dono akhrot tod kar majaar ke bahar baitha dunga samjha bsdke,0
yh tbh hota kia ae? mne bht jga dekha meanings ni pta,1
in chore tomri bajiyan yahodi quan ke bachy,0
"it seems bangladeshi are not muslims. nor, ahmedi, balochi, sindhi, pashtun are muslims.,india",1
"dusman na kary bhai ny wo kam keya hai ðŸ¥ºðŸ¥ºâ˜¹ï¸â˜¹ï¸  kash apny during engineering ""multimedia"" ka subject na para hota ðŸŒšðŸŒš ",1
   unka mjhy pta nh...main tu bhen hunðŸ˜‚ðŸ˜‚ðŸ˜‚,1
chhoti se chhoti cheez ke liye bhi badi badi jung ladni padti hai! zindagi kisi jung ke maidaan se kam nahi usse 100 times zyaada hai theek hai na  ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜’,1
halala wali aulaad  jaisi hi hoti h .. hila hila hillli la,0
mera land lene ka kise mn h neri randiyoðŸ˜ðŸ˜ðŸ˜,0
   yara she is bhtt achi larki dil pe ni leigii waise bhh it was just a match xd mjhee uneed hai ifra ke ghr ka tv sahi hogaðŸ˜‚ðŸ˜‚,1
tere jaise randiyo ki chudai ke liye to ham mard hain yaha pe,0
pakistani randi,0
and your mum doesn't even know who's your real father.. pta kitno se halala krwaya hoga,0
 as a singer ap muje bohat psand the per ik ki mukhlfat me ap andhey ho ker jo ap keh rahe ap dil se utar gye jawad bhai ,1
 waiting for ali wazir and party to get behind the bars too.  yahan twitter pr khali gola bari mat karo jao or jail me sath do mashar ka ðŸ™‰ðŸ™‰,1
"effigies of iks wife were burned. in the glorious tradition of pmln who used to make anthems of imran of being a yahoodi agent which our abay nu theka nahin miliya squad conveniently doesnâ€™t remember, ik was repeatedly called a traitor & foreign agent but who cares.. all was well",1
aamir rundi ka bacha hai debute se,0
"kyun k tum log phattu ho, aesa krna ka soch b nahi skte tum log !.",0
"kashmir hamara tha,hamara hain aur hamara hi rahega nikal lawde yahan se bhenchod...",0
sale kam se kaam smart to hu na teri taara randi ki aaulad thodi saleee tatttiiðŸ˜‚ðŸ˜‚chiii beee kitni gandi shakal h teri isee achi to meri tatti hoti h,0
 knsy board ki book thi ye?,1
randi stop smiling and focus on the lecture,1
teri pen da kus khottay k bachay haramkhor badzat fastai zani yahodi lobby k agent dallay naehal nalaik cocane addicted chutiyee nikhato nikamay najaiz nalaik baysharam baigairat jahill  niazi kottay keray parien tere ganday jism main tjhe kafan naseeb na ho,0
bc bhaar mein ja ðŸ™ŠðŸ’ƒðŸ˜‚,0
kaam ahista ahista nazdeek hota ja raha hai. ,1
maa ki tarbiyat he bta rhi ha.  kaisa laal paida kya ja jo 1 genral store tu chala nhi saka or mulk chalany walay k baray mayn batyien kr rha ha. the one and only saleem tafi   ,0
  ap ko sab ulta ju lagta ðŸ¤¦ðŸ˜‚,1
 koi bat e ni krta,1
asi bat jo karta hai usa lat marke bahir nikalo ase hijra hindu nahi ho sakta,0
yky ambjsajdk bhenchod main apni mummy ko bolti hu baal kaat dene ke liye,0
hijra numa aurat......,0
"i really wish that gay men instead of attacking and getting offended and keep using bodies of others as a way to shape their hurt, realize what exactly was going on. very few gay men and boys gave a flying f about attending and showing solidarity to trans/hijra/gnc persons.",0
" begerat shaks is trah ky word behaya aurat par implement hoty hain or marvi sarmad ak behaya aurat ha is trah ki behaya aurty hmary mulk ki aurto ki tarjamani ni karvsakti. mansor sab agr gerat or ego khatam ho gai ho to zra marvi ky tweet check kro agr psand ay ghr dekhao, sorry",0
 bhai g wo 100 rupiya sadka nikla ha.... kbhi ap ne sadka diya tw hoga nhi na ðŸ˜‚,1
 mai cute nahi hu kya ðŸ˜¢,1
 main to kam py he nhi jao ga ðŸ˜‚ðŸ¤¦,1
ðŸ™„oo bhaiii maroo mujhee!! nhi ye mazak hai ,1
abay rundi ki bachay teri gaand kyun jl rhi hai phir?ðŸ˜‚,0
   sarkari twitter accounts per dekhay that subah.. kafi saray..,1
bhosadiwala aur hijra tha jnnehru madarchod ne khud ko hi bharat ratna de diya tha  #jawaharlalnehru,0
 kuch nii hum ne kyaa chahna,1
ye bhi thek hi ha eeshah,1
tere maa baap ne galti kr di kass us raat wo so gye hote to aaj tu bhaunk na rha hota . pachhtawa hota hoga unhe ki kis chomu ko paida kiya ðŸ¤£ðŸ¤£ðŸ¤£,0
such hai news agar koi action na liya gya.. simple baat hai,1
is kaminy ka mask b ni ha acha howa ha aesy e hona chahiy,1
isi say opration karwaya tha na nawz sharif nay ab isi k khandan walon nay sari n league ko hijra banadiya.altaf bhi nay samjaya bhi tha mian sb ko magar nahi manay.ab sari n league hijra bangai.,0
a false accuser can at best falsely accuse everyone she knows f imaginary crimes. hunter bol rahi hai apne aap ko to chaud mein likh na. ye peeche se kya dick dick bhaunk rahi hai. aaja gurgaon court mein documents dikhati hun teri bakwaas disprove karne ke liye evidence ke saath,0
#article6forptmleadership  lanat ha is ptm kutton par,0
 shuttle cokc burky mein nojwan aurat ko bhi bhurria samjh kr murd tawju nahi karty jabk modern dress mein bhurria ko bhi ghorney see baaz nahin aate,1
streak tour di bhenchod,0
 agreed ; jest firdous ashiq awan bhi aurat march k against hain .,1
lakh di dur di beghairt. ðŸ™„,0
bhenchod gandu tujhme sharam h ki ni. madarchod randi ki aulad h...koi sunta bhi h teri kutte...,0
yahoodi sazish hai ye.,0
level ha bossðŸ˜Ž,1
randi ka bachay madarchod afghani tere maa ka bhosra agar pakistan ka bray me kuch bakwas ki......bharway afghanistan ja,0
nahi main us ki aap ki drafted tweets karne pr hansa hoon,1
"yes now the culprit is a muslim then don't bring religion n what happens when the culprit is a hindu, than communal ho jaata hai. please stop all this nonsense everyone knows about you. first practice what u preach n we are not fools. tumhare baap hain so don't b smart samghe",0
kyu baad me garmi nahi mili kya uske lund me dum nahi tha,0
 ðŸ˜‚ye to khushi ky ansu hein,1
yahoodi saazish k baad pesh hai khatooni sazish,1
lanat ha un logo pa jo larkio ki aisi videos bana ka share karte hain bechari ko kia pata tha ka harami video bana ka leak kare ga pata nahi us pa kia guzar rahi ho gi,0
aby apni achi dost hy anhi man jy gi ek doo sorry py ðŸ˜œ,1
or koi horha ha?,1
"abhi subah doodh lene gaya toh 2 uncle thank u bol rahe. but the main concern is has it become this easy? to just molest a girl, bas bhenchod ghumte ghumte aaye aur touch kar ke chale gaye? i can still hear that little girl shouting when this happened. she was so frightened.",0
beghairat sirf apne ko 'peaceful' dikhany ki koshish krta hai,0
"frustrate ho chuke hain, inko lagta hai pakistan superpower hai aur twitter pe bhaunk ke kashmir mil jata hai ðŸ˜‚",0
teri maa ki phudi,0
mj sey phele tu mary ga bc. gya tow tu bh yahn sey he hai. thora keera tera andr ho ga,0
  meharbani ha teriðŸ˜‚,1
to pahle apna pakistani passport and indian visa dikhao uske bad baat karna darpok hijra ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
 yeh tu es lye nzar m han kyu k showbiz m jo han,1
       pak army ne tumhare aur afghanistan k bejy howe terrorist k liye fata me operation kia jis ki tum logon ko takleef hai  ab zada behs mat kro mujh se jao,1
    uncle g mujy koi fikar nhi ha mujy pata ha k fahad bhai ki koi movie flop nhi honi lekin uncle ek limit hoti ha bat karny ki ok,1
 ye saholat ap ko na mil saki,1
hmara ek heater chala k b knsa kamm agia bill! wse e lutt mchi v h mulk m,1
  lant lant aurat march ko sport kerny waly ko shrm keroo yar,0
  aawwwww. cute. bangash aap kitne cute ho na. uff ðŸ˜ƒðŸ˜,1
budkaar maa ki alvi olaad tou phr british agency hussain nawaz say kiyu nahi maang rahi paisay?? teri maa chaklay main rundi hay tou iska zumadar tera nana howa hay tera dada??,0
teri maa ka barwa hai altaf aur modi teri maa ka yaar bc,0
such men tu ek number k rundi awrat ho,0
alhumdulilah..he belongs to.norwegin local ahmdiya jamat ... true saviour,1
"wtf is wrong with this country, har jagah marasi baite hue hay. beghairtoo",0
   open v ni ho raha ðŸ˜©,1
 haan chalo koi nhi inshallah we ll meet somewhere some day,1
rt : did we punish the people involved in destroying the place of worship of ahmedi?,1
general niazi surrender in front of india along with 93000 pakistani hijra soldiers   imran khan niazi will surrender in front of afghanistan   ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
bhenchod ye ff walo se pareshaan ho gaya  hu tl puri bhar dete h sale,0
rt : daraz randi please stop scamming us please bharwi,0
yaar ye saafi bohat harami hy ab icy saaf ho hi jana chaiye.. ðŸ˜ ðŸ˜ ðŸ˜ ,0
 ðŸ™„ðŸ™„ðŸ™„aista aista pata chal raha haiðŸ™„ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
 kdhr the tum ðŸ™„ðŸ™„,1
"bhosadike kejriwal tere chutiyape khatam ni hore yha log mar rhe hai..teri maa mare dalle madarchod ..teri bhen ki choot maa ke lode kara kya tune 5 saal me , yamuna ki tune maa chod di ..hai kya tu randi ki aulad",0
ooo rundi jali na teri jali na lol,0
mny kb kia jo galat bola us ki sorry bhi to ki na,1
pehla season apko daillymotion se mily ga urdu dubbing men us k bad sary bakia 4 season facebook pe dekh lena urdu subtitle k sath dubbing ni hai,1
hmare han sticker bnane ka kaam tasali baksh kia jta h ðŸ˜‚ bnwane k ly aj e rabta kren ..,1
ab tumari ma chu... gai. ab kuch bolo tum sab bc terrorist ho. jaise pakistan bolta h kasab mere desh ka nhi h. waise hi ye amit awasthi abvp ka nhi h. lol,0
they need akhrot,1
tum sabne milkar ek bholi ladki ka mazak banaya...bhagwan kabhi maaf nahi karega..agle janam ahmaddiya baneye tumkoðŸ˜­,0
masjid shaheed ki ab zameen par bhi qabza kar lia.    randi ki nasal modi terrorist hai to mumkin hai,0
"pm khan being called yahodi agent by other politicians ""this nation kept mocking his wife ""he has been forced to send his first wife along with his kids out of pakistan, he's one being mocked by all other politicians but thats okay right? stop making stupid things a big issues",1
paid valo ki maa ka bhosda randdi ke aulad hote he paid vale kutte,0
bhen chod kuch kaam bhi kar liya kar. bas khaali baithe baithe baatain hi chodta hai tweeter pe chutiye. sale gulalali ko bhi baksha..,0
tumhara teen baar ka tatpoonjia wazir azam teeno baar zalil o khwar hoa jo uski qismat mein hai..... beghairat itna hai k performance ka andaza is se bhi nahi laga raha k 35 saal mein aik aisa hospital nahi banaya jaha khud ka ilaaj karwalay....ðŸ–ï¸ðŸ–ï¸ðŸ–ï¸,0
rundi ke bachey bhonk zehni ghulam,0
 kya huwa yrr btao tu sahi,1
bhenchod parallel ka matlab samajh ata h?  hadd hogayi bhai. mujhe bhi sharam aa rahi h ab to.,0
hamse chudwa le randi aao,0
london ke rundi,0
rt : dekh tera kiya rang krdiya hai,1
another endian hijra coward hindu terrorist army soldier dispatched to shamshangarh by pakistan army i want more endian hindu terrorist dead so keep it up pakistan,0
runid tera rundi ronna,0
subah sham lanat niazi behairat niazi yahoodi niazi,0
iss madarchod nivas ka dimag ya to vahi chod aya ya fir g#nd me hai varna ye apni maa idar chudwane nahi ata sala randi a pilla har jagah srk ke naam pe kalapta hai madarchod.,0
 bhai dil jeet liya talent ne ..| prsnalty bhai ki great man ..,1
"teri maa ki choot , behan ke laude,kanjar di aulad ,randi. ke bachche. teri behan ko kutta chode aur wo pille paida karegiðŸ˜ðŸ˜ðŸ˜",0
yahodi agent k kaam dekhay zara.. quran pak ka nazra aor tafseer lazmi sab schools private aor public sector main aisa agent too ham ko chahiay tha well done pti,1
rt : humara wala 4 digits mein mahiny mein 2 din hi rehta hai.,1
puri uni main aik he dost ha aur wo bhi apni bandi ko lay kr side p chala jata ha aur aap ka bhai bilkul akela hota ha.,1
8 : me uska dst bt kr raha hn wo hospital admit ha,1
"abe #halala product , ask your mom who is ur father.",0
   pagal ho tum,0
kio mujhse b baat krlo ðŸ˜‰ðŸ˜• .....  #gettingboredhardlyðŸ˜•,1
mujy ab ghanta farak nai parta bus baki k 23 ghanty parta hai.,1
 bas ye ward khatam hojai..,1
"   haaaaay, kia kehny aap k.",1
"dear ""deserve better""  mil jao bc kahan ho",0
rt :  aseem riaz ka baap ias officer hai aur khud ko garib bolata hai dogla,1
same af bc i thought its not their game bench them and look at the game. ðŸ˜­ðŸ˜­ðŸ˜­,1
rt : word: ikr  synonym: chal haat baap ko maat seekha.,0
boll rahaa hu aur aise maaadharrchodh godi media ke anzanwaa randdi se ko koi bachaa dikhha degga gardann kaaat usske,0
    ye to bohot shocking tha...hmey to andazaa hi nai tha k tmhara damaad captain ho ga....vesey is baar phir koi opposing captain to nai ho ga na bcz vo to sirf tmharey damaad k dushman ki captaincy ko kharab krney k liye tha #asimriaz,1
ooo kuty apne maa sy ppoch mai kn sy bap sy hu kuty k bachy yahodi tu h iran mai ek b yahodi nhi h saly,0
"bhenchodo l par safar beth k? pichle 50 saalo main gaand maratey raye ho, urban planning ki bajaye. bund mai le lo daffa 144, 144 dafa.",0
bc fincher ko goli maardeta mere saamne hota toh aisa end kon karta hai ðŸ˜­ðŸ˜­ 3 ghante chitiya kaata bas,0
bhadwa hai sala. jnu me koi padhne ni randiyo k beech seekhne jata hai ki dalla kaise bane  ðŸ¤£ðŸ¤£ðŸŽ‰,0
fake bond a koi 10 din ch kise nu pyaar ni krn lg jnda te oh v sachaðŸ˜‚ðŸ˜‚ðŸ˜‚,1
 aap ki bhi alag he dunya hai,1
ap munafiq insan ho ...rana sb kahi na gya pak mein h,0
rt : at the end sb aap ko choor jaty hain...  moral kisi ko bhi apni life main importance na do sb fake hain...ðŸ˜‘,1
"dear bestie,  if life is rain,  you are my raincoat  aey maa chuda na bhenchod",0
ek lrki hone ki hesyat sy agr such kahon to humein lrke jhuki ankhoo wale hi pasnd hein...,1
ye ssty khusrey 8th main 8 baar fail honey key baad sarkari nokri dhoondh rahey hotey hain aur jab inki taleem key mutabiq nokri nai niklti tu ben dalna shuroo ho jatey hain,0
  kitne aise log paida honge pata hai na   party se nafrat karo per insan se nahi bharat me nafarat mat becho ,1
aby tmhara hisab glt h tumhara bap to tumko b ni pta kon h hann pr man tumhari randi h jiska gwah pura muhalla h ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ’–,0
 kuch bhi nhi..ðŸ˜‚,1
"mai koi bahut bda nhi hua hu, avi chhota hi hu..",1
aur woh bc aarti maxak uda rahi thi uska act me...chutiya saali koi aur topic nhi mila usse,0
apki bhi dimag akhrot se hi wapis aya tha ðŸ˜€ðŸ˜€,1
 low life ?? they are basically rich life .. bhai raja ka darbari hai .. raja se khoob paisa milta hai .. raja se maal leke raat ko araam se sota hai ye log .. journalism mei kya rakha hai aaj kal ?,1
yeh expectations bahut bhenchod hotti hain...ðŸ˜‚,0
"rt : by that logic, ram singh after raping nirbhaya inserted the rod in her vagina and pulled her intestine with his hands",1
  hn tu brother pehle bhai bolne pr itna kyu bhark gy thy,1
nikami thi ab kam kro gi tu sughar ho jao gi ðŸ˜‚ðŸ˜‚,1
 has ly has ly jab aap ko ho ga tab main pocho ge ðŸ˜¹,1
shor hy bhenchod dekha na awam ni suti dj ko keera hy awaz kam krny ka,0
mental illness has imran chore zakat khore yahodi destroyed pakistan and business of pakistan nation. lakh lanat teray jaman tay harrami qadiyani niazi,0
"aurat ko islam nai galat lagta, ap log lagtay ho jo ye boltay hain k agar aurat ka rape hua to wo uski galtie usne sar par dupatta nai kiya us banday ki nahi wo bechara kesay control karay",0
 kutta kahnaaaa... kutto ki touhin haii...  kutte at least police cover letter kar attack nahi karte..ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ,0
mirasi ho k kis trah ye apni pehchan chor skta ha g,0
rt : guys vote karo first abhe voting open ha .,1
main ap k hath ni doon ga naawðŸ˜‚ðŸ˜‚,1
qurbanya day sakty ho..? so then come to balochistan..  bakwas karty ho bc,0
yahodi nahi kaha yahodion ka agent. or us men koi shaq nhi. niazi yahodi or qadyanion ka agent hay. shayd niazi khud qadyani hay..agent tu pakka hay.,0
kis ka bc,0
   ye lo beta saboot b le lo! mujrim khud iqrar krty howy!  hawala:  tareek e tibri ,1
kiu teri maa ki phudi mari h isne? nawax shareef ki haram ki aulad,0
rt :  ek tha larka ek thi larki diwani..,1
  jo mrzi bol lay banda.. yellow heart dushmani wla hota.. jo kro gi woi milay ga naðŸ’” phr interact be chaia tm larkiyoo ka na damgh crak lagta ðŸ˜’,0
"rt : bhenchod mandir ka ghanta samjha hai, har koi ata hai baja kar chala jata hai.",0
ter8 baji dono ki refree thi bharwe khanzeer ðŸ˜…ðŸ˜…ðŸ˜…ðŸ‘ðŸ‘ðŸ‘,0
bc hum ne ye mehndiyon pe chalane k liye rakhe hain?? #modi,0
kashif: apni i'd ka password do.   nibbi: shadi sy pehly kuch bhi nhe. ðŸ˜‚,1
"lo gi ""qadiani or yahodi"" agent ne aik dafa phir bazi marli or muslman apni apni siasat krte reh gey.",0
excuse me? bhai kon se nakhre kr diye maine ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ ilzaam lga ri saali mere pr...mai bholi si koi nakhra ni hai ðŸ˜•ðŸ˜•ðŸ˜•ðŸ˜•,0
randi ke bache tu apne hashar ki fikar kar.,0
lanat beshamaur sali tm pe kutti randdi,0
haa bahanchod or koi kaam nhi,0
is ahmaq shaks say jan churai jaye railway ki,0
jo jo dil huwa kha lejeye ga...don't worry me apka bhai kanjos ni...ðŸ˜‚,1
"i have only to modes: 1) sab ka ego rakhuga,sabse pyar se baat kruga.log chae jo kry,sab ko sath rkhny ki zimadari mari hy 2,)ajj jo samne aye ga besti krva kr agy jy ga",1
yes team (bhen chod sarey) bcs is after u ðŸ˜‚ ðŸ˜‚ ðŸ˜‚ ðŸ˜‚ ye behen mrwa k hi sukoon laien gee,0
ye kya baate hori haiii !! i cant tell youu!! gandi gandi baate kar rahe hai vishal shefali himanshi sana aur sid!! ðŸ˜‚ðŸ˜­ðŸ¤£  #sidnaaz #bb13,1
"shop keeper to this girl: â€œaapki chayeâ€ girl: *shopkeeper repeats himself 3 times* shopkeeper: â€œinko kahen chaye lelenâ€ me: â€œexcuse me, aapki chaye pari hui haâ€ girl: â€œpata ha mujhe.â€  to bc aa ke le na phir",0
ya apnay baap say 2 saal budi hai !!!! see that's a comedy gem right there for u know why cuz i was born with it,1
kya ab dish py ptv sports dekh sakhy gy. ..kya method ho ga?,1
 ar tweeter pe koi nasa ka project complete krne tu ata ni koi waily hi ate saree,1
bharwe ye barish ki waja se hua hai jhoot mat bolo gadhay,0
fahkaa rundi eh,0
 yeah single life tab tak best hai jab tak aap ko kese se mohabt naw hoye ho i am also single but ðŸ’ðŸ˜¹,1
" hainnn achy log bhi hain, aur yeh bura waqat tha bass ta k achy waqat k liye tum prepare hojaao",1
"she will go nuts when asked to speak about ahmedi rights, the current beheadings in iran, saudi, yemen. like why tf always blame others for your ills. get you house in order first.",1
aap kiski baat kr rahe ho.yee jnu mai tukre tukre gang h... or aap muslim se yahi umeed v ki ja skte h.aap es desh ke khilap hi rahoge.aap kavi v kisis army ke deat mai ek tweet nhi krte. or jhootr baat pe sirf tweet or randi rona machte ho   ,0
 tere sir teri trah hen,1
"jisko ye dukh hai ky 14 february ko wo chocolates kis ko dega,  toh bhai mujhe bhej dena kyun ky ek single hi single ka dukh samjh sakta hai.",1
tum jo baar baar bhikari boltay ho gaando ma tari bahen khareed skta hon tari maa khareed skta hon bol donon ki qeemat kiya hay bol bhenchod,0
 main vehari say hokar keh deta hoon k yeh biryani ni hai,1
hakla rundi ka pilla ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
 apa wapis kuwait jaeyn ghi tu shoru karti hon inn sha allah,1
yai konsa gaon haðŸ˜‚,1
bharwe tu sirf khwaab dekhta rahe,0
rt : sahi kehtay hain sab k   aurat fassad ki jar hai ðŸ˜’,0
ye  halala ki paidaish h,0
 danish se poochna pre gaâ¤ï¸ðŸ˜‚,1
  or tum apni chutki ki kon kon si akalmandi ko jhutlaoo gy ðŸ™†ðŸ¤­ðŸ¤,1
  lgta mry ko miss kr raha koi ðŸ˜œ,1
  tere pas bht hain ðŸŒšðŸ’”,1
 wese tum kese thak gaye?,1
yahodiyon ka kuta aur yahodi ka damad,0
daikh lo yahi sub face kiya hai aur ab baat karo tu comments aate hain momina ki jawani kha gaye ahmdi isko dete nhi kuch isliye jalti rehti hai...... â˜¹ï¸ðŸ˜¥,1
uneducated log hi kabi yahodi card kabi qadyani galez logo ke card sell kartay ho,1
ek toh bc  o meri sex life ki bhut chinta hai curious cat mei sirf yeh questions pooch rha r u virgin u miss ur ex have u kissed teri crush kon ffs,0
"bas.... kya kahain, saray beghairat dost offline hain...",0
qabrustan ja k dekho kis ka jism kis ki mrziðŸ™‚â£,1
drama he sahi bc pakistan gary list sy to bahar ajay ga lakin tum harami log is chez ko bhi nahi dekh sakty pakistan shine kary tum ho jo haramiyun ulad lanat hai tumhari zindagi par,0
yha goa ni jane dete h ap bangkok ki bat kr re h...ðŸ™„  it's like muh se mungfali tootti ni  g**n se akhrot todne chle h ðŸ˜¬ðŸ˜‚ðŸ˜‚,0
 main bht pyari hun ðŸ˜†ðŸ˜†,1
gandu bharwe. ek to axhi bat keh raha hn,0
11:11  teri duniya meray raba q mujhy hi raas nhi.. dil toota koi joray rahi koi aas nhi..,1
zahid ne tareef ki hai lagta hai aap ko punjabi ni ati ðŸ˜,1
idr bhenchod sb singer hein,0
